מספר_הזמנה,תאריך,שנה,חודש,יום_בשבוע,עונה,חג,רשת,עיר,אזור,קטגוריה,תת_קטגוריה,מוצר,כמות,מחיר_יחידה,הנחה_אחוז,מכירות_ש,רווח_ש,אחוז_רווח
IL-05547,2023-12-17,2023,12,ראשון,חורף,,שופרסל,בית שמש,ירושלים,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",7,52.9,0.0,370.3,43.32,11.7
IL-05548,2022-09-28,2022,9,רביעי,סתיו,,רמי לוי,אשדוד,דרום,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",7,7.9,0.0,55.3,6.54,11.8
IL-05549,2023-06-01,2023,6,חמישי,קיץ,,שופרסל,נצרת,צפון,ביגוד והנעלה,נשים,שמלת קיץ,7,149.0,0.0,1043.0,377.9,36.2
IL-05550,2022-09-26,2022,9,שני,סתיו,ראש השנה,רמי לוי,אשדוד,דרום,בית וגן,שינה,כרית שינה,4,195.8,0.0,783.2,213.87,27.3
IL-05551,2023-03-13,2023,3,שני,אביב,,ויקטורי,נתניה,שרון,אלקטרוניקה,טלוויזיות,"Samsung 55""",7,2379.15,0.15,16654.05,3693.79,22.2
IL-05552,2022-11-28,2022,11,שני,חורף,,מגה,בני ברק,מרכז,בית וגן,שינה,שמיכת קיץ,4,119.2,0.2,476.8,145.51,30.5
IL-05553,2022-05-09,2022,5,שני,אביב,,שופרסל,אשקלון,דרום,אלקטרוניקה,טלפונים,iPhone 15,1,3799.05,0.05,3799.05,783.31,20.6
IL-05554,2023-01-16,2023,1,שני,חורף,,ויקטורי,נצרת,צפון,בריאות ויופי,תרופות OTC,אספירין,7,14.9,0.0,104.3,30.35,29.1
IL-05555,2023-10-16,2023,10,שני,סתיו,שמחת תורה,מגה,אשדוד,דרום,ביגוד והנעלה,אביזרים,ארנק עור,6,201.15,0.1,1206.9,419.54,34.8
IL-05556,2024-04-01,2024,4,שני,אביב,,רמי לוי,בית שמש,ירושלים,ביגוד והנעלה,הנעלה,סנדלי נוחות,5,199.0,0.0,995.0,339.28,34.1
IL-05557,2024-12-06,2024,12,שישי,חורף,,שופרסל,הרצליה,שרון,אלקטרוניקה,מטעני חשמל,סוללה ניידת,3,149.0,0.0,447.0,66.97,15.0
IL-05558,2022-10-13,2022,10,חמישי,סתיו,,רמי לוי,ראשון לציון,מרכז,בריאות ויופי,ויטמינים,מגנזיום,1,49.0,0.0,49.0,16.21,33.1
IL-05559,2023-07-13,2023,7,חמישי,קיץ,,יינות ביתן,בית שמש,ירושלים,בריאות ויופי,היגיינה,שמפו Head&Shoulders,3,25.41,0.15,76.23,23.16,30.4
IL-05560,2024-12-26,2024,12,חמישי,חורף,חנוכה,ויקטורי,בני ברק,מרכז,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",1,70.02,0.0,70.02,9.78,14.0
IL-05561,2022-06-12,2022,6,ראשון,קיץ,,רמי לוי,באר שבע,דרום,אלקטרוניקה,מטעני חשמל,סוללה ניידת,8,149.0,0.0,1192.0,176.29,14.8
IL-05562,2022-11-23,2022,11,רביעי,חורף,,שופרסל,הרצליה,שרון,אלקטרוניקה,טלוויזיות,"LG 50""",7,2299.0,0.0,16093.0,3726.68,23.2
IL-05563,2024-09-11,2024,9,רביעי,סתיו,,ויקטורי,נצרת,צפון,אלקטרוניקה,טלוויזיות,"TCL 43""",6,1299.0,0.0,7794.0,1193.34,15.3
IL-05564,2024-08-23,2024,8,שישי,קיץ,,יינות ביתן,פתח תקווה,מרכז,בית וגן,ניקיון,סבון כלים Fairy,4,12.9,0.0,51.6,14.79,28.7
IL-05565,2022-01-13,2022,1,חמישי,חורף,,ויקטורי,נצרת,צפון,בית וגן,גינה,זרנוק גינה,5,84.55,0.05,422.75,128.41,30.4
IL-05566,2022-06-13,2022,6,שני,קיץ,,שופרסל,אשדוד,דרום,בית וגן,סלון,מנורת שולחן,4,103.2,0.2,412.8,108.52,26.3
IL-05567,2023-03-31,2023,3,שישי,אביב,,חצי חינם,בני ברק,מרכז,ביגוד והנעלה,ילדים,נעלי ילדים,4,119.0,0.0,476.0,178.77,37.6
IL-05568,2024-05-20,2024,5,שני,אביב,,רמי לוי,פתח תקווה,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",1,2299.0,0.0,2299.0,329.04,14.3
IL-05569,2023-06-06,2023,6,שלישי,קיץ,,רמי לוי,ירושלים,ירושלים,ביגוד והנעלה,אביזרים,כובע קיץ,8,69.0,0.0,552.0,217.25,39.4
IL-05570,2022-05-05,2022,5,חמישי,אביב,,ויקטורי,פתח תקווה,מרכז,אלקטרוניקה,מחשבים,לפטופ Lenovo,6,2399.2,0.2,14395.2,2597.25,18.0
IL-05571,2024-07-06,2024,7,שבת,קיץ,,מגה,תל אביב,מרכז,אלקטרוניקה,אוזניות,AirPods,3,699.0,0.0,2097.0,339.94,16.2
IL-05572,2023-04-02,2023,4,ראשון,אביב,,ויקטורי,נהריה,צפון,בית וגן,מטבח,מחבת טפלון,2,99.0,0.0,198.0,53.66,27.1
IL-05573,2024-05-01,2024,5,רביעי,אביב,,יינות ביתן,חיפה,צפון,בריאות ויופי,תרופות OTC,אספירין,7,12.66,0.15,88.62,30.51,34.4
IL-05574,2023-08-08,2023,8,שלישי,קיץ,,חצי חינם,בית שמש,ירושלים,בית וגן,סלון,מנורת שולחן,7,103.2,0.2,722.4,189.61,26.2
IL-05575,2023-12-05,2023,12,שלישי,חורף,,יינות ביתן,בית שמש,ירושלים,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",5,44.96,0.15,224.8,21.92,9.8
IL-05576,2024-06-02,2024,6,ראשון,קיץ,,חצי חינם,חיפה,צפון,אלקטרוניקה,מחשבים,לפטופ Lenovo,3,2699.1,0.1,8097.3,1403.7,17.3
IL-05577,2022-05-25,2022,5,רביעי,אביב,,רמי לוי,אשדוד,דרום,ביגוד והנעלה,אביזרים,ארנק עור,6,149.0,0.0,894.0,281.33,31.5
IL-05578,2024-12-30,2024,12,שני,חורף,,חצי חינם,חיפה,צפון,בית וגן,מטבח,סיר נירוסטה,7,149.0,0.0,1043.0,349.0,33.5
IL-05579,2023-05-05,2023,5,שישי,אביב,,יינות ביתן,באר שבע,דרום,ביגוד והנעלה,ילדים,כובע ספורט,5,49.0,0.0,245.0,81.59,33.3
IL-05580,2024-05-13,2024,5,שני,אביב,,שופרסל,בני ברק,מרכז,בית וגן,ניקיון,סבון כלים Fairy,6,12.9,0.0,77.4,23.6,30.5
IL-05581,2022-05-02,2022,5,שני,אביב,,רמי לוי,ראשון לציון,מרכז,מזון ומשקאות,לחם ומאפים,לחם אחיד,1,6.38,0.15,6.38,0.81,12.7
IL-05582,2022-08-29,2022,8,שני,קיץ,,חצי חינם,חולון,מרכז,בריאות ויופי,ויטמינים,ויטמין C 1000,7,39.0,0.0,273.0,79.3,29.0
IL-05583,2023-04-04,2023,4,שלישי,אביב,,מגה,חולון,מרכז,בית וגן,גינה,אדמת גינה,1,29.0,0.0,29.0,8.11,28.0
IL-05584,2022-06-05,2022,6,ראשון,קיץ,,יינות ביתן,תל אביב,מרכז,מזון ומשקאות,מוצרי חלב,גבינה לבנה 5%,4,12.9,0.0,51.6,7.41,14.4
IL-05585,2024-07-25,2024,7,חמישי,קיץ,,רמי לוי,בני ברק,מרכז,ביגוד והנעלה,הנעלה,סנדלי נוחות,1,199.0,0.0,199.0,68.53,34.4
IL-05586,2024-07-10,2024,7,רביעי,קיץ,,רמי לוי,חיפה,צפון,בריאות ויופי,ויטמינים,ויטמין C 1000,6,37.05,0.05,222.3,79.09,35.6
IL-05587,2024-01-24,2024,1,רביעי,חורף,,חצי חינם,חיפה,צפון,בריאות ויופי,היגיינה,דאודורנט Rexona,8,19.9,0.0,159.2,55.82,35.1
IL-05588,2023-12-04,2023,12,שני,חורף,,יינות ביתן,נהריה,צפון,ביגוד והנעלה,ילדים,חליפת תינוק,6,79.0,0.0,474.0,178.97,37.8
IL-05589,2023-05-07,2023,5,ראשון,אביב,,חצי חינם,אשדוד,דרום,בית וגן,סלון,מנורת שולחן,2,122.55,0.05,245.1,65.25,26.6
IL-05590,2022-08-23,2022,8,שלישי,קיץ,,יינות ביתן,בני ברק,מרכז,ביגוד והנעלה,ילדים,חליפת תינוק,4,71.1,0.1,284.4,90.33,31.8
IL-05591,2023-12-08,2023,12,שישי,חורף,,חצי חינם,פתח תקווה,מרכז,ביגוד והנעלה,נשים,מכנסי ספורט,6,129.0,0.0,774.0,256.65,33.2
IL-05592,2022-05-07,2022,5,שבת,אביב,,חצי חינם,הרצליה,שרון,בריאות ויופי,קוסמטיקה,קרם לחות SPF,7,58.65,0.15,410.55,133.79,32.6
IL-05593,2022-05-18,2022,5,רביעי,אביב,,חצי חינם,נהריה,צפון,אלקטרוניקה,טלפונים,Samsung Galaxy,6,2659.05,0.05,15954.3,3133.0,19.6
IL-05594,2023-08-28,2023,8,שני,קיץ,,מגה,אשדוד,דרום,ביגוד והנעלה,נשים,שמלת קיץ,4,149.0,0.0,596.0,169.77,28.5
IL-05595,2022-10-05,2022,10,רביעי,סתיו,,חצי חינם,חיפה,צפון,בית וגן,גינה,עציץ קרמיקה,8,49.0,0.0,392.0,109.66,28.0
IL-05596,2022-02-22,2022,2,שלישי,חורף,,חצי חינם,נצרת,צפון,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,1,49.0,0.0,49.0,15.91,32.5
IL-05597,2023-05-11,2023,5,חמישי,אביב,,חצי חינם,פתח תקווה,מרכז,מזון ומשקאות,לחם ומאפים,פיתות,5,8.9,0.0,44.5,4.97,11.2
IL-05598,2022-01-20,2022,1,חמישי,חורף,,חצי חינם,אשדוד,דרום,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,7,89.0,0.0,623.0,136.27,21.9
IL-05599,2023-08-17,2023,8,חמישי,קיץ,,שופרסל,באר שבע,דרום,בריאות ויופי,היגיינה,שמפו Head&Shoulders,3,23.92,0.2,71.76,23.87,33.3
IL-05600,2022-07-01,2022,7,שישי,קיץ,,יינות ביתן,נתניה,שרון,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",3,24.9,0.0,74.7,11.9,15.9
IL-05601,2024-09-06,2024,9,שישי,סתיו,,מגה,נהריה,צפון,בריאות ויופי,תרופות OTC,וויקס,1,24.9,0.0,24.9,7.81,31.4
IL-05602,2024-09-06,2024,9,שישי,סתיו,,מגה,נהריה,צפון,מזון ומשקאות,לחם ומאפים,פיתות,4,8.9,0.0,35.6,5.27,14.8
IL-05603,2022-01-17,2022,1,שני,חורף,,יינות ביתן,ראשון לציון,מרכז,בריאות ויופי,תרופות OTC,אקמול 500מג,4,15.12,0.2,60.48,22.32,36.9
IL-05604,2023-09-12,2023,9,שלישי,סתיו,,חצי חינם,אשדוד,דרום,אלקטרוניקה,אוזניות,JBL Tune,6,284.05,0.05,1704.3,373.84,21.9
IL-05605,2024-06-04,2024,6,שלישי,קיץ,,רמי לוי,אשדוד,דרום,בית וגן,ניקיון,שואב אבק,7,399.0,0.0,2793.0,690.53,24.7
IL-05606,2023-01-16,2023,1,שני,חורף,,רמי לוי,חיפה,צפון,ביגוד והנעלה,נשים,שמלת קיץ,2,149.0,0.0,298.0,102.03,34.2
IL-05607,2022-02-23,2022,2,רביעי,חורף,,רמי לוי,אשקלון,דרום,בריאות ויופי,תרופות OTC,וויקס,4,22.41,0.1,89.64,27.76,31.0
IL-05608,2022-06-21,2022,6,שלישי,קיץ,,שופרסל,חולון,מרכז,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",5,22.41,0.1,112.05,15.09,13.5
IL-05609,2024-12-12,2024,12,חמישי,חורף,,שופרסל,נהריה,צפון,בריאות ויופי,תרופות OTC,וויקס,7,21.16,0.15,148.12,50.45,34.1
IL-05610,2024-04-24,2024,4,רביעי,אביב,,מגה,בני ברק,מרכז,אלקטרוניקה,מחשבים,לפטופ Lenovo,2,2549.15,0.15,5098.3,789.39,15.5
IL-05611,2022-03-15,2022,3,שלישי,אביב,,רמי לוי,נצרת,צפון,מזון ומשקאות,משקאות,קוקה קולה 1.5L,4,7.9,0.0,31.6,3.86,12.2
IL-05612,2024-03-14,2024,3,חמישי,אביב,,חצי חינם,נצרת,צפון,אלקטרוניקה,טלפונים,Samsung Galaxy,3,2799.0,0.0,8397.0,1002.62,11.9
IL-05613,2024-06-01,2024,6,שבת,קיץ,,ויקטורי,באר שבע,דרום,בית וגן,מטבח,מחבת טפלון,2,94.05,0.05,188.1,60.8,32.3
IL-05614,2022-06-24,2022,6,שישי,קיץ,,חצי חינם,תל אביב,מרכז,אלקטרוניקה,מטעני חשמל,סוללה ניידת,2,134.1,0.1,268.2,44.15,16.5
IL-05615,2022-08-24,2022,8,רביעי,קיץ,,יינות ביתן,הרצליה,שרון,בית וגן,שינה,כרית שינה,6,71.2,0.2,427.2,120.33,28.2
IL-05616,2022-03-03,2022,3,חמישי,אביב,,רמי לוי,ראשון לציון,מרכז,אלקטרוניקה,מחשבים,לפטופ Lenovo,4,2999.0,0.0,11996.0,2047.84,17.1
IL-05617,2024-05-30,2024,5,חמישי,אביב,,ויקטורי,תל אביב,מרכז,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",8,19.92,0.2,159.36,24.6,15.4
IL-05618,2024-03-11,2024,3,שני,אביב,,שופרסל,ירושלים,ירושלים,בית וגן,ניקיון,מגב רצפה,3,39.0,0.0,117.0,22.8,19.5
IL-05619,2024-07-29,2024,7,שני,קיץ,,רמי לוי,פתח תקווה,מרכז,מזון ומשקאות,פירות וירקות,"בננות ק""ג",4,6.9,0.0,27.6,3.3,12.0
IL-05620,2024-03-18,2024,3,שני,אביב,,רמי לוי,תל אביב,מרכז,בית וגן,גינה,אדמת גינה,2,29.0,0.0,58.0,16.06,27.7
IL-05621,2024-06-19,2024,6,רביעי,קיץ,,שופרסל,נתניה,שרון,אלקטרוניקה,מטעני חשמל,סוללה ניידת,7,119.2,0.2,834.4,138.84,16.6
IL-05622,2023-02-26,2023,2,ראשון,חורף,,ויקטורי,תל אביב,מרכז,בית וגן,ניקיון,סבון כלים Fairy,1,12.9,0.0,12.9,4.28,33.2
IL-05623,2023-07-30,2023,7,ראשון,קיץ,,יינות ביתן,בית שמש,ירושלים,בית וגן,ניקיון,שואב אבק,4,319.2,0.2,1276.8,323.52,25.3
IL-05624,2022-10-08,2022,10,שבת,סתיו,,רמי לוי,חולון,מרכז,בית וגן,מטבח,סיר נירוסטה,8,149.0,0.0,1192.0,361.36,30.3
IL-05625,2022-01-19,2022,1,רביעי,חורף,,שופרסל,אשקלון,דרום,בריאות ויופי,ויטמינים,ויטמין C 1000,5,33.15,0.15,165.75,54.81,33.1
IL-05626,2022-04-10,2022,4,ראשון,אביב,,ויקטורי,נצרת,צפון,אלקטרוניקה,מחשבים,לפטופ Lenovo,4,2999.0,0.0,11996.0,2613.28,21.8
IL-05627,2023-03-18,2023,3,שבת,אביב,,ויקטורי,אשקלון,דרום,ביגוד והנעלה,אביזרים,כובע קיץ,5,69.0,0.0,345.0,113.84,33.0
IL-05628,2024-12-13,2024,12,שישי,חורף,,רמי לוי,נצרת,צפון,בריאות ויופי,קוסמטיקה,קרם לחות SPF,8,69.0,0.0,552.0,164.5,29.8
IL-05629,2022-01-11,2022,1,שלישי,חורף,,יינות ביתן,נתניה,שרון,בית וגן,סלון,כרית נוי,6,53.1,0.1,318.6,99.68,31.3
IL-05630,2022-10-17,2022,10,שני,סתיו,,מגה,באר שבע,דרום,בריאות ויופי,היגיינה,משחת שיניים,5,14.9,0.0,74.5,24.79,33.3
IL-05631,2023-10-10,2023,10,שלישי,סתיו,,שופרסל,נתניה,שרון,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,7,71.2,0.2,498.4,66.61,13.4
IL-05632,2022-02-19,2022,2,שבת,חורף,,מגה,הרצליה,שרון,בריאות ויופי,קוסמטיקה,קרם לחות SPF,7,65.55,0.05,458.85,139.41,30.4
IL-05633,2023-02-27,2023,2,שני,חורף,,חצי חינם,נצרת,צפון,בית וגן,סלון,שולחן קפה,4,399.0,0.0,1596.0,465.38,29.2
IL-05634,2023-05-08,2023,5,שני,אביב,,שופרסל,נצרת,צפון,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",4,23.65,0.05,94.6,13.73,14.5
IL-05635,2023-06-07,2023,6,רביעי,קיץ,,מגה,חיפה,צפון,בריאות ויופי,היגיינה,דאודורנט Rexona,7,15.92,0.2,111.44,33.39,30.0
IL-05636,2024-09-09,2024,9,שני,סתיו,,מגה,אשדוד,דרום,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",8,6.32,0.2,50.56,1.65,3.3
IL-05637,2022-06-30,2022,6,חמישי,קיץ,,שופרסל,פתח תקווה,מרכז,בית וגן,סלון,כרית נוי,8,59.0,0.0,472.0,139.57,29.6
IL-05638,2023-12-08,2023,12,שישי,חורף,,רמי לוי,הרצליה,שרון,בריאות ויופי,ויטמינים,מגנזיום,7,49.0,0.0,343.0,97.2,28.3
IL-05639,2022-09-07,2022,9,רביעי,סתיו,,מגה,בני ברק,מרכז,בריאות ויופי,היגיינה,שמפו Head&Shoulders,2,29.9,0.0,59.8,15.52,26.0
IL-05640,2023-07-06,2023,7,חמישי,קיץ,,שופרסל,בני ברק,מרכז,ביגוד והנעלה,הנעלה,נייקי אייר,2,339.15,0.15,678.3,179.77,26.5
IL-05641,2023-10-01,2023,10,ראשון,סתיו,,רמי לוי,אשדוד,דרום,בית וגן,מטבח,סיר נירוסטה,7,134.1,0.1,938.7,285.76,30.4
IL-05642,2024-02-20,2024,2,שלישי,חורף,,שופרסל,ראשון לציון,מרכז,ביגוד והנעלה,הנעלה,נייקי אייר,4,379.05,0.05,1516.2,536.52,35.4
IL-05643,2022-06-05,2022,6,ראשון,קיץ,,יינות ביתן,ראשון לציון,מרכז,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,1,39.2,0.2,39.2,12.28,31.3
IL-05644,2023-11-13,2023,11,שני,חורף,,מגה,ירושלים,ירושלים,ביגוד והנעלה,הנעלה,סנדלי נוחות,5,199.0,0.0,995.0,389.71,39.2
IL-05645,2024-03-26,2024,3,שלישי,אביב,,רמי לוי,נצרת,צפון,בית וגן,גינה,עציץ קרמיקה,4,46.55,0.05,186.2,55.7,29.9
IL-05646,2024-07-14,2024,7,ראשון,קיץ,,מגה,ראשון לציון,מרכז,מזון ומשקאות,לחם ומאפים,חלה גדולה,5,12.66,0.15,63.3,10.67,16.9
IL-05647,2023-11-24,2023,11,שישי,חורף,,יינות ביתן,נתניה,שרון,ביגוד והנעלה,הנעלה,סנדלי נוחות,1,199.0,0.0,199.0,61.34,30.8
IL-05648,2023-04-18,2023,4,שלישי,אביב,,שופרסל,תל אביב,מרכז,מזון ומשקאות,חטיפים,במבה,3,5.9,0.0,17.7,2.11,11.9
IL-05649,2024-10-13,2024,10,ראשון,סתיו,,רמי לוי,אשקלון,דרום,אלקטרוניקה,מטעני חשמל,כבל Lightning,8,49.0,0.0,392.0,51.55,13.2
IL-05650,2022-09-15,2022,9,חמישי,סתיו,,שופרסל,אשדוד,דרום,בית וגן,סלון,שולחן קפה,4,359.1,0.1,1436.4,392.31,27.3
IL-05651,2024-01-23,2024,1,שלישי,חורף,,שופרסל,באר שבע,דרום,בריאות ויופי,היגיינה,משחת שיניים,8,14.9,0.0,119.2,37.25,31.2
IL-05652,2023-02-01,2023,2,רביעי,חורף,,שופרסל,בני ברק,מרכז,בריאות ויופי,תרופות OTC,אספירין,6,14.9,0.0,89.4,30.29,33.9
IL-05653,2022-08-21,2022,8,ראשון,קיץ,,רמי לוי,ראשון לציון,מרכז,בית וגן,שינה,כרית שינה,4,89.0,0.0,356.0,100.17,28.1
IL-05654,2024-12-16,2024,12,שני,חורף,,מגה,באר שבע,דרום,בריאות ויופי,היגיינה,שמפו Head&Shoulders,8,23.92,0.2,191.36,64.81,33.9
IL-05655,2024-08-07,2024,8,רביעי,קיץ,,שופרסל,תל אביב,מרכז,בית וגן,סלון,שולחן קפה,6,339.15,0.15,2034.9,612.71,30.1
IL-05656,2023-11-18,2023,11,שבת,חורף,,מגה,ראשון לציון,מרכז,אלקטרוניקה,מטעני חשמל,כבל Lightning,5,49.0,0.0,245.0,59.94,24.5
IL-05657,2024-03-03,2024,3,ראשון,אביב,,יינות ביתן,בית שמש,ירושלים,ביגוד והנעלה,ילדים,חליפת תינוק,2,67.15,0.15,134.3,45.73,34.1
IL-05658,2024-09-01,2024,9,ראשון,סתיו,,חצי חינם,נתניה,שרון,ביגוד והנעלה,הנעלה,נייקי אייר,8,399.0,0.0,3192.0,1027.09,32.2
IL-05659,2022-12-12,2022,12,שני,חורף,,שופרסל,נצרת,צפון,מזון ומשקאות,מוצרי חלב,גבינה לבנה 5%,2,10.96,0.15,21.92,2.79,12.7
IL-05660,2024-07-04,2024,7,חמישי,קיץ,,מגה,חולון,מרכז,ביגוד והנעלה,הנעלה,נעלי עבודה,5,237.15,0.15,1185.75,386.47,32.6
IL-05661,2023-10-16,2023,10,שני,סתיו,שמחת תורה,רמי לוי,נהריה,צפון,אלקטרוניקה,אוזניות,JBL Tune,2,358.8,0.2,717.6,161.07,22.4
IL-05662,2024-04-18,2024,4,חמישי,אביב,,רמי לוי,אשדוד,דרום,בריאות ויופי,קוסמטיקה,קרם לחות SPF,7,69.0,0.0,483.0,150.46,31.2
IL-05663,2024-11-19,2024,11,שלישי,חורף,,ויקטורי,נהריה,צפון,מזון ומשקאות,משקאות,מיץ טבעי,1,12.9,0.0,12.9,1.33,10.3
IL-05664,2022-07-05,2022,7,שלישי,קיץ,,שופרסל,חיפה,צפון,בית וגן,גינה,זרנוק גינה,3,75.65,0.15,226.95,60.34,26.6
